gene_id,baseMean,log2FoldChange,lfcSE,pvalue,padj
YOR168W,529.6406,1.13046,0.16304531,2.047256e-12,3.657957e-11
YOR177C,61.57601,1.23301,0.31478412,3.655019e-5,1.530283e-4
YOR182C,358.5333,1.295207,0.54250349,0.00521075,0.01259596
YOR188W,137.108,1.595121,0.21254611,1.469163e-14,4.123407e-13
YOR195W,432.1176,1.297027,0.24797591,6.497625e-8,4.688787e-7
YOR198C,1022.679,1.298536,0.17739711,9.778636e-14,2.305795e-12
YOR206W,1086.243,1.622935,0.29751348,1.061098e-8,9.010102e-8
YOR210W,42.58242,1.109304,0.2859124,5.10998e-5,2.05273e-4
YOR216C,206.763,1.061116,0.21326012,3.47337e-7,2.187844e-6
YOR217W,210.2266,1.139226,0.24442504,1.509118e-6,8.404159e-6
YOR236W,18.47055,1.06225,0.40512231,0.0042442,0.01053246
YOR239W,530.168,1.41001,0.19536855,1.751212e-13,3.830324e-12
YOR242C,31.56092,2.679159,0.38933925,7.904644e-14,1.89921e-12
YOR244W,186.1979,1.041925,0.24753598,1.383268e-5,6.370521e-5
YOR245C,205.2578,1.001329,0.19345753,1.30589e-7,8.945208e-7
YOR247W,27.22156,1.326022,0.53598183,0.003930344,0.009853824
YOR260W,98.24432,1.129861,0.2255657,2.673285e-7,1.717998e-6
YOR262W,237.2231,1.315639,0.23928605,1.439697e-8,1.195288e-7
YOR265W,202.644,1.228007,0.22195149,1.352711e-8,1.12898e-7
YOR272W,108.3538,1.38215,0.28856589,5.515033e-7,3.322113e-6
YOR281C,41.28344,1.219884,0.32142034,6.102143e-5,2.416098e-4
YOR283W,28.41076,1.14253,0.38542381,0.001343064,0.003849551
YOR290C,802.8934,1.391083,0.16919151,6.871489e-17,3.069426e-15
YOR294W,87.55612,1.506814,0.32446145,8.962061e-7,5.181983e-6
YOR298W,30.25922,1.147133,0.31610096,1.30459e-4,4.76397e-4
YOR303W,97.24115,1.147257,0.27979884,1.926522e-5,8.587441e-5
YOR304W,419.7288,1.041799,0.15417844,7.828299e-12,1.238277e-10
YOR305W,196.082,1.133502,0.22766861,3.110213e-7,1.980731e-6
YOR306C,157.9275,1.434963,0.27120853,3.722868e-8,2.828042e-7
YOR308C,382.8926,1.222806,0.22570154,2.604256e-8,2.052024e-7
YOR310C,1635.206,2.081396,0.31783582,4.737903e-12,7.84661e-11
YOR323C,57.26948,1.342022,0.37774732,1.266726e-4,4.641735e-4
YOR326W,792.4199,1.607413,0.18950767,5.219353e-18,2.982555e-16
YOR337W,55.29758,1.403059,0.33255244,7.625612e-6,3.692309e-5
YOR340C,114.5663,1.396876,0.29302102,6.010968e-7,3.580054e-6
YOR341W,339.5641,1.324386,0.24677519,2.95802e-8,2.305003e-7
YOR346W,75.03091,1.281274,0.25661717,2.329526e-7,1.52489e-6
YOR355W,237.3961,2.185479,0.26125039,4.003223e-18,2.351152e-16
YOR362C,159.097,1.076182,0.18411255,2.679092e-9,2.517553e-8
YPL009C,1106.374,1.555793,0.16730032,3.683639e-21,3.89422e-19
YPL012W,316.9644,1.778394,0.27871694,2.86425e-11,4.064415e-10
YPL037C,373.2525,1.483779,0.46135677,3.161405e-4,0.001050434
YPL043W,490.1754,1.675417,0.29077292,1.639259e-9,1.594758e-8
YPL071C,18.22616,1.052499,0.39081452,0.003511752,0.008927872
YPL072W,90.46623,1.017345,0.26850905,8.334972e-5,3.177207e-4
YPL082C,528.4628,1.638073,0.18836309,7.646202999999999e-19,5.574697000000001e-17
YPL085W,1158.961,1.374322,0.17649517,2.416717e-15,7.551349e-14
YPL086C,39.41487,1.206383,0.32196222,7.545882e-5,2.913179e-4
YPL093W,315.2796,2.161879,0.3464139,2.844273e-11,4.045118e-10
YPL104W,51.8532,1.214393,0.252719,6.67094e-7,3.93983e-6
YPL105C,1516.641,1.158185,0.18211533,9.671816e-11,1.185435e-9
YPL106C,2420.963,1.493386,0.17292923,1.690384e-18,1.105372e-16
YPL110C,227.3663,1.330994,0.16649873,4.922192e-16,1.89221e-14
YPL127C,155.821,1.488406,0.25694956,1.953881e-9,1.866486e-8
YPL131W,399.5623,1.809436,0.44877644,7.221568e-6,3.526282e-5
YPL141C,88.06391,1.628259,0.21206841,3.634374e-15,1.097754e-13
YPL143W,273.0139,1.663012,0.41311597,1.039201e-5,4.922817e-5
YPL145C,488.8969,1.676163,0.2225725,1.031606e-14,2.974307e-13
YPL146C,574.3175,1.194577,0.26059207,2.015936e-6,1.104238e-5
YPL159C,223.7215,1.010969,0.26362212,6.982493e-5,2.722185e-4
YPL176C,141.3888,1.129437,0.18182728,2.602865e-10,2.948209e-9
YPL212C,345.6242,1.587915,0.29249034,1.314114e-8,1.101113e-7
YPL217C,698.4601,1.695344,0.25413548,4.929588e-12,8.142807e-11
YPL226W,246.2728,1.316344,0.25394495,8.103375e-8,5.775248e-7
YPL232W,96.09356,1.0379,0.22456211,2.079693e-6,1.13329e-5
YPL235W,184.0785,1.130123,0.19835989,6.002116e-9,5.282612e-8
YPL237W,2262.054,1.893505,0.21598019,2.442731e-19,1.9864410000000002e-17
YPL240C,11196.14,1.251387,0.28127579,3.487911e-6,1.816406e-5
YPL242C,229.2649,1.273462,0.15523111,9.598176000000001e-17,4.169947e-15
YPL249C,208.9607,1.027086,0.18697544,2.212996e-8,1.772352e-7
YPL249C-A,241.5841,1.802442,0.53714655,9.325738e-5,3.525218e-4
YPL256C,203.1972,2.82397,0.30348205,1.16718e-22,1.542379e-20
YPL267W,39.96243,1.106659,0.50591285,0.0121672,0.02665857
YPR018W,198.7262,2.042639,0.33256173,7.171747e-11,9.152996e-10
YPR057W,114.5543,1.072488,0.20395814,7.683385e-8,5.498056e-7
YPR075C,45.55941,1.534107,0.31547829,2.911411e-7,1.865361e-6
YPR078C,11.98619,1.180232,0.50006239,0.00700685,0.01636996
YPR080W,2247.108,1.57793,0.50003728,3.136679e-4,0.001043312
YPR102C,482.0478,1.090985,0.33241795,5.039469e-4,0.001608724
YPR104C,356.82,1.040954,0.22658362,2.366455e-6,1.276867e-5
YPR112C,645.6079,1.934209,0.40667815,2.059885e-7,1.353974e-6
YPR125W,233.5241,1.044078,0.21337896,5.411124e-7,3.27195e-6
YPR129W,235.3308,1.649374,0.19832385,1.970202e-17,9.997594e-16
YPR141C,122.1203,1.517809,0.25038295,3.616692e-10,4.024681e-9
YPR143W,658.3812,1.188373,0.22284533,4.382415e-8,3.270313e-7
YPR158C-D,49.64947,1.345253,1.32142298,0.008227211,0.01888715
YPR161C,126.9811,1.016757,0.19539388,1.105627e-7,7.664472e-7
YPR163C,490.0852,1.992244,0.26884283,1.310871e-14,3.74543e-13
YPR169W,347.9052,1.234442,0.22761198,2.480634e-8,1.974236e-7
YPR173C,357.3971,1.278833,0.17634841,1.669679e-13,3.700886e-12
YPR174C,33.99044,1.072209,0.40689994,0.004028582,0.01007622
YPR187W,74.92779,1.103525,0.31430685,2.16864e-4,7.516766e-4
